,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,work_accident,left,promotion_last_5years,department,salary
3250,0.52,0.73,2,233.0,3.0,0,0,0,2,2
3251,0.66,0.59,5,262.0,2.0,0,0,0,2,2
3252,0.95,0.67,3,183.0,3.0,0,0,0,3,2
3253,0.95,0.78,4,225.0,2.0,0,0,0,3,2
3254,0.57,0.54,5,216.0,3.0,0,0,0,3,2
3255,0.48,0.57,5,227.0,3.0,0,0,0,3,2
3256,0.95,0.5,4,242.0,2.0,0,0,0,3,2
3257,0.7,0.67,4,224.0,3.0,0,0,0,3,2
3258,0.48,0.61,3,223.0,3.0,1,0,0,3,2
3259,0.62,0.58,3,202.0,2.0,0,0,0,3,2
3260,0.58,0.76,3,220.0,3.0,0,0,0,3,2
3261,1.0,0.87,4,129.0,5.0,0,0,0,3,2
3262,0.79,0.65,2,193.0,5.0,0,0,0,3,2
3263,0.58,0.73,3,165.0,2.0,0,0,0,2,2
3264,0.59,0.79,4,209.0,2.0,0,0,0,2,2
3265,0.66,0.8,4,183.0,2.0,1,0,0,2,2
3266,0.71,0.59,4,138.0,3.0,0,0,0,10,2
3267,0.9,0.74,5,152.0,3.0,0,0,0,4,2
3268,0.74,0.63,4,170.0,2.0,0,0,0,4,2
3269,0.66,0.93,5,185.0,3.0,0,0,0,4,2
3270,0.92,0.53,2,249.0,2.0,0,0,0,4,3
3271,0.55,0.51,4,155.0,3.0,0,0,0,4,1
3272,0.51,0.43,3,204.0,4.0,0,0,0,5,2
3273,0.49,0.52,5,188.0,4.0,0,0,0,5,2
3274,0.88,0.52,5,264.0,4.0,0,0,0,5,2
3275,0.6,0.8,4,146.0,2.0,0,0,0,5,2
3276,0.93,0.65,4,212.0,4.0,0,0,0,4,2
3277,0.86,0.59,3,215.0,3.0,0,0,0,6,2
3278,0.78,0.98,4,239.0,3.0,0,0,0,6,2
3279,0.69,0.55,3,188.0,3.0,0,0,0,6,2
3280,0.84,0.51,4,259.0,3.0,0,0,0,6,2
3281,0.48,0.62,3,200.0,3.0,1,0,0,6,2
3282,0.63,0.86,3,245.0,2.0,0,0,0,7,1
3283,0.54,0.61,3,182.0,2.0,0,0,0,1,1
3284,0.85,0.53,4,181.0,2.0,0,0,0,8,1
3285,0.51,0.52,3,164.0,3.0,0,0,0,3,1
3286,0.88,0.86,5,257.0,3.0,0,0,0,2,1
3287,0.87,0.93,3,178.0,3.0,0,0,0,10,1
3288,0.54,0.5,4,224.0,3.0,0,0,0,7,1
3289,0.96,0.67,5,170.0,3.0,0,0,0,7,3
3290,0.58,0.75,4,233.0,2.0,0,0,0,7,1
3291,0.21,0.57,5,239.0,3.0,0,0,0,1,3
3292,0.5,0.56,5,185.0,2.0,0,0,0,1,3
3293,0.52,0.54,4,184.0,3.0,0,0,0,1,1
3294,0.5,0.7,3,188.0,2.0,0,0,0,1,1
3295,0.74,0.86,3,186.0,3.0,1,0,0,1,3
3296,0.69,0.63,3,226.0,3.0,0,0,0,1,1
3297,0.61,0.74,2,143.0,6.0,0,0,0,1,2
3298,0.5,0.82,3,213.0,3.0,0,0,0,1,3
3299,0.79,0.53,2,217.0,2.0,0,0,0,1,2
3300,0.73,0.68,5,190.0,2.0,0,0,0,1,2
3301,0.49,0.69,2,147.0,2.0,0,0,0,1,2
3302,0.7,0.77,2,235.0,3.0,1,0,0,1,2
3303,0.27,0.62,6,136.0,3.0,0,0,0,1,3
3304,0.8,0.54,5,261.0,2.0,0,0,0,1,2
3305,0.45,0.6,6,176.0,4.0,0,0,0,1,2
3306,0.63,0.64,4,212.0,4.0,0,0,0,1,2
3307,0.76,0.52,2,148.0,3.0,0,0,0,1,3
3308,0.42,0.74,6,218.0,6.0,0,0,0,1,2
3309,0.41,0.87,6,262.0,6.0,0,0,0,1,3
3310,0.74,0.46,6,145.0,3.0,0,0,0,8,1
3311,0.82,0.75,3,230.0,4.0,1,0,0,8,2
3312,0.82,0.65,4,210.0,2.0,0,0,0,8,2
3313,0.53,0.73,4,227.0,3.0,0,0,0,9,2
3314,0.71,0.77,4,142.0,2.0,0,0,0,9,2
3315,0.5,0.9,4,171.0,2.0,0,0,0,9,1
3316,0.68,0.89,3,241.0,3.0,0,0,0,9,1
3317,0.68,0.99,3,247.0,2.0,1,0,0,2,1
3318,0.48,0.86,5,246.0,3.0,0,0,0,2,1
3319,0.59,0.72,3,188.0,3.0,1,0,0,2,1
3320,0.21,0.7,3,104.0,2.0,0,0,0,2,1
3321,0.99,0.73,5,197.0,4.0,1,0,0,2,1
3322,1.0,0.88,4,191.0,4.0,0,0,0,2,1
3323,0.84,0.51,4,173.0,2.0,0,0,0,2,1
3324,0.86,0.82,2,207.0,4.0,1,0,0,2,1
3325,0.52,0.54,5,247.0,4.0,0,0,0,2,3
3326,0.94,0.97,5,197.0,5.0,1,0,0,2,1
3327,0.55,0.81,3,242.0,2.0,0,0,0,2,1
3328,0.79,0.59,3,145.0,2.0,0,0,0,3,1
3329,0.91,0.9,4,174.0,3.0,0,0,0,3,1
3330,0.82,0.99,3,195.0,2.0,0,0,0,3,3
3331,0.84,0.94,4,270.0,3.0,1,0,0,3,1
3332,0.72,0.68,4,238.0,3.0,0,0,0,3,1
3333,0.68,0.85,4,156.0,2.0,0,0,0,3,1
3334,0.99,0.96,5,261.0,3.0,0,0,0,3,3
3335,0.74,0.85,5,135.0,2.0,0,0,0,3,1
3336,0.8,0.41,6,185.0,4.0,0,0,0,3,2
3337,0.55,0.55,3,197.0,3.0,0,0,0,3,3
3338,0.56,0.95,3,241.0,3.0,0,0,0,3,2
3339,0.88,0.98,3,263.0,3.0,1,0,0,2,3
3340,0.86,0.49,4,251.0,2.0,0,0,0,2,2
3341,0.64,0.95,3,218.0,2.0,0,0,0,2,2
3342,0.82,0.58,4,183.0,3.0,0,0,0,10,2
3343,0.66,0.8,4,252.0,3.0,0,0,0,4,2
3344,0.64,0.95,3,98.0,3.0,0,0,0,4,2
3345,0.17,0.78,6,284.0,4.0,0,0,0,4,2
3346,0.75,0.68,4,220.0,2.0,0,0,0,4,2
3347,0.45,0.39,4,275.0,3.0,0,0,0,4,2
3348,0.99,0.9,4,164.0,3.0,0,0,0,5,3
3349,0.93,0.67,5,237.0,4.0,0,0,0,5,1
3350,0.88,0.8,3,133.0,3.0,0,0,0,5,2
3351,0.62,0.52,5,256.0,4.0,0,0,0,5,2
3352,0.94,0.88,4,270.0,3.0,0,0,0,4,2
3353,0.59,0.92,4,196.0,2.0,0,0,0,6,2
3354,0.93,0.89,4,209.0,2.0,0,0,0,6,2
3355,0.71,0.39,3,261.0,3.0,0,0,0,6,2
3356,0.6,0.6,3,221.0,2.0,0,0,0,6,2
3357,0.71,0.69,4,180.0,3.0,1,0,0,6,2
3358,0.91,0.57,4,145.0,3.0,0,0,0,7,2
3359,0.78,0.96,4,111.0,2.0,0,0,0,1,3
3360,0.52,0.63,4,232.0,3.0,0,0,0,8,1
3361,0.99,0.7,5,195.0,3.0,0,0,0,3,1
3362,0.86,0.51,4,211.0,2.0,1,0,0,2,1
3363,0.74,0.68,4,194.0,2.0,0,0,0,10,3
3364,0.15,0.84,4,275.0,5.0,0,0,0,7,1
3365,0.57,0.54,3,140.0,3.0,0,0,0,7,1
3366,0.67,0.6,3,157.0,3.0,0,0,0,7,1
3367,0.8,0.93,4,258.0,3.0,0,0,0,1,3
3368,0.83,0.82,5,273.0,4.0,0,0,0,1,1
3369,0.69,0.53,3,135.0,2.0,0,0,0,1,1
3370,0.64,0.83,3,188.0,4.0,0,0,0,1,1
3371,0.95,0.52,5,222.0,2.0,0,0,0,1,1
3372,0.97,0.52,4,231.0,3.0,0,0,0,1,1
3373,0.85,0.86,3,255.0,2.0,0,0,0,1,1
3374,0.72,0.51,3,254.0,2.0,0,0,0,1,1
3375,0.91,0.85,3,244.0,3.0,1,0,0,1,2
3376,0.81,0.83,3,132.0,4.0,0,0,0,1,2
3377,0.13,0.67,5,234.0,6.0,0,0,0,1,2
3378,0.95,0.81,4,272.0,3.0,0,0,0,1,2
3379,0.82,0.54,4,191.0,3.0,0,0,0,1,2
3380,0.63,0.93,4,238.0,4.0,0,0,0,1,2
3381,0.55,0.69,3,225.0,2.0,0,0,0,1,2
3382,0.83,0.95,3,211.0,2.0,0,0,0,1,2
3383,0.54,0.98,3,217.0,3.0,0,0,0,1,2
3384,0.89,0.91,5,156.0,4.0,0,0,0,1,2
3385,0.79,0.55,3,147.0,3.0,0,0,0,1,2
3386,0.56,0.73,4,134.0,3.0,0,0,0,8,2
3387,0.89,0.7,4,235.0,2.0,1,0,0,8,3
3388,1.0,0.66,4,238.0,4.0,0,0,0,8,1
3389,0.43,0.72,3,258.0,4.0,0,0,0,9,2
3390,0.71,0.55,5,224.0,3.0,0,0,0,9,2
3391,0.98,0.59,4,149.0,2.0,0,0,0,9,2
3392,0.81,0.7,4,219.0,2.0,1,0,0,9,2
3393,0.71,0.53,3,186.0,2.0,0,0,0,2,1
3394,0.99,0.6,4,259.0,4.0,0,0,0,2,1
3395,0.34,0.62,3,119.0,2.0,0,0,0,2,1
3396,0.58,0.91,3,223.0,2.0,0,0,0,2,1
3397,0.77,0.49,4,184.0,3.0,0,0,0,2,1
3398,0.64,0.5,3,238.0,4.0,0,0,0,2,1
3399,0.13,1.0,4,157.0,5.0,1,0,0,2,1
3400,0.98,0.6,2,249.0,3.0,0,0,0,2,1
3401,0.72,0.84,4,195.0,2.0,0,0,0,2,1
3402,0.55,0.79,3,162.0,2.0,0,0,0,2,1
3403,0.62,0.91,4,231.0,3.0,0,0,0,2,1
3404,0.74,0.91,2,264.0,3.0,0,0,0,3,1
3405,0.69,0.96,3,210.0,3.0,0,0,0,3,1
3406,0.6,0.63,4,0.0,3.0,0,0,0,3,1
3407,0.54,0.43,3,192.0,2.0,0,0,0,3,1
3408,0.56,0.75,4,249.0,3.0,0,0,0,3,1
3409,0.58,0.86,5,206.0,3.0,0,0,0,3,1
3410,0.21,0.66,4,165.0,5.0,0,0,0,3,1
3411,0.52,0.85,5,183.0,3.0,0,0,0,3,1
3412,0.98,0.7,4,0.0,2.0,0,0,0,3,1
3413,0.85,0.97,3,256.0,3.0,0,0,0,3,1
3414,0.62,0.88,2,263.0,4.0,0,0,0,3,2
3415,0.63,0.61,3,234.0,3.0,1,0,0,2,2
3416,0.84,0.97,6,223.0,2.0,0,0,0,2,2
3417,0.71,0.69,2,172.0,3.0,0,0,0,2,2
3418,0.36,0.55,6,226.0,6.0,0,0,0,10,2
3419,0.79,0.56,6,205.0,4.0,1,0,0,4,2
3420,0.59,0.55,4,235.0,2.0,0,0,0,4,2
3421,0.5,0.53,4,263.0,3.0,0,0,0,4,2
3422,0.88,0.66,4,271.0,3.0,1,0,0,4,2
3423,0.65,0.69,6,131.0,5.0,0,0,0,4,2
3424,0.71,0.56,4,238.0,4.0,0,0,0,5,2
3425,0.89,0.54,3,214.0,2.0,0,0,0,5,2
3426,0.83,0.84,3,267.0,3.0,0,0,0,5,3
3427,0.73,0.53,3,184.0,2.0,0,0,0,5,1
3428,0.71,0.67,3,264.0,3.0,0,0,0,4,2
3429,0.53,0.66,3,109.0,2.0,0,0,0,6,2
3430,0.74,0.7,3,253.0,4.0,1,0,0,6,2
3431,0.6,0.52,4,207.0,2.0,1,0,0,6,2
3432,0.47,0.6,4,263.0,5.0,0,0,0,6,1
3433,0.88,0.88,3,214.0,2.0,1,0,0,6,1
3434,0.62,0.67,2,153.0,3.0,0,0,0,7,1
3435,0.24,0.48,5,123.0,5.0,1,0,0,1,1
3436,0.15,0.36,5,0.0,2.0,0,0,0,8,1
3437,0.92,0.82,3,185.0,3.0,0,0,0,3,1
3438,0.74,0.7,4,167.0,3.0,1,0,0,2,1
3439,0.86,0.77,3,271.0,3.0,0,0,0,10,1
3440,0.96,0.61,3,140.0,3.0,0,0,0,7,1
3441,0.54,0.6,4,141.0,3.0,0,0,0,7,1
3442,0.99,0.87,4,190.0,2.0,0,0,0,7,1
3443,0.72,0.73,5,134.0,2.0,0,0,0,1,1
3444,0.96,0.75,5,176.0,4.0,0,0,0,1,1
3445,0.73,0.73,4,194.0,2.0,0,0,0,1,1
3446,0.67,0.44,5,212.0,4.0,0,0,0,1,1
3447,0.58,0.72,5,234.0,3.0,1,0,0,1,1
3448,0.9,0.99,4,190.0,2.0,0,0,0,1,1
3449,0.99,0.37,5,155.0,3.0,0,0,0,1,1
3450,0.89,0.58,4,232.0,2.0,0,0,0,1,1
3451,0.72,0.95,4,216.0,3.0,0,0,0,1,1
3452,0.77,0.8,3,207.0,3.0,0,0,0,1,1
3453,0.8,0.94,4,200.0,4.0,0,0,0,1,2
3454,0.89,0.86,3,178.0,4.0,0,0,0,1,2
3455,0.59,0.81,4,173.0,2.0,0,0,0,1,2
3456,0.24,0.87,5,268.0,5.0,0,0,0,1,2
3457,0.94,0.59,6,212.0,2.0,0,0,0,1,2
3458,0.74,0.5,4,216.0,3.0,0,0,0,1,2
3459,0.63,0.62,5,212.0,6.0,0,0,0,1,2
3460,0.63,0.59,3,155.0,3.0,1,0,0,1,2
3461,0.77,0.65,4,164.0,2.0,0,0,0,1,2
3462,0.87,0.74,3,209.0,3.0,0,0,0,8,2
3463,0.79,0.61,4,136.0,3.0,0,0,0,8,2
3464,0.54,0.84,4,223.0,3.0,0,0,0,8,2
3465,0.59,0.83,4,239.0,4.0,0,0,0,9,3
3466,0.86,0.87,3,205.0,4.0,0,0,0,9,1
3467,0.98,0.68,3,203.0,3.0,0,0,0,9,2
3468,1.0,0.79,5,152.0,4.0,0,0,0,9,2
3469,0.9,0.79,4,236.0,3.0,1,0,0,2,2
3470,0.34,0.6,4,114.0,3.0,0,0,0,2,2
3471,0.95,0.93,3,209.0,2.0,0,0,0,2,1
3472,0.79,0.48,4,178.0,2.0,0,0,0,2,1
3473,0.13,0.91,4,175.0,5.0,0,0,0,2,1
3474,0.72,0.69,3,270.0,4.0,0,0,0,2,1
3475,0.63,0.54,3,0.0,2.0,1,0,0,2,1
3476,0.81,0.76,5,134.0,2.0,0,0,0,2,1
3477,0.71,0.75,4,272.0,4.0,0,0,0,2,1
3478,0.49,0.76,3,208.0,2.0,0,0,0,2,1
3479,0.59,0.65,4,219.0,3.0,1,0,0,2,1
3480,0.87,0.59,5,154.0,3.0,0,0,0,3,1
3481,0.66,0.6,3,179.0,4.0,0,0,0,3,1
3482,0.78,0.92,5,137.0,2.0,0,0,0,3,1
3483,0.65,0.7,4,211.0,2.0,0,0,0,3,1
3484,0.8,0.97,5,271.0,4.0,0,0,0,3,1
3485,0.56,0.75,4,192.0,2.0,0,0,0,3,1
3486,0.85,0.67,4,228.0,4.0,0,0,0,3,1
3487,0.14,0.46,2,267.0,6.0,1,0,0,3,1
3488,0.74,0.62,4,272.0,2.0,0,0,0,3,1
3489,0.86,0.93,2,260.0,2.0,0,0,0,3,1
3490,0.71,0.96,4,161.0,3.0,0,0,0,3,1
3491,0.83,0.99,4,226.0,2.0,0,0,0,2,1
3492,0.52,0.49,4,249.0,4.0,1,0,0,2,2
3493,0.63,0.8,3,243.0,3.0,0,0,0,2,2
3494,0.92,0.93,4,247.0,2.0,0,0,0,10,2
3495,0.66,0.87,3,186.0,2.0,0,0,0,4,2
3496,0.77,0.7,3,155.0,3.0,0,0,0,4,2
3497,0.74,0.97,2,135.0,4.0,0,0,0,4,2
3498,0.81,0.76,5,198.0,4.0,0,0,0,4,2
3499,0.67,0.55,3,175.0,2.0,0,0,0,4,2
3500,0.75,0.92,3,192.0,3.0,0,0,0,5,2
3501,0.65,0.36,2,282.0,3.0,0,0,0,5,2
3502,0.81,0.6,4,179.0,3.0,0,0,0,5,2
3503,0.57,0.77,4,245.0,3.0,0,0,0,5,2
3504,0.89,0.66,4,235.0,3.0,0,0,0,4,3
3505,0.5,0.56,4,266.0,2.0,0,0,0,6,1
3506,0.21,0.42,4,269.0,4.0,1,0,0,6,2
3507,0.79,0.67,3,264.0,2.0,0,0,0,6,2
3508,0.66,0.57,3,161.0,2.0,1,0,0,6,2
3509,0.82,0.95,3,203.0,3.0,0,0,0,6,2
3510,0.85,0.85,4,258.0,2.0,0,0,0,7,1
3511,0.72,0.96,3,143.0,3.0,0,0,0,1,1
3512,0.52,0.92,3,214.0,3.0,0,0,0,8,1
3513,0.5,0.62,4,166.0,3.0,1,0,0,3,1
3514,0.52,0.82,3,192.0,3.0,0,0,0,2,1
3515,0.13,0.87,3,185.0,4.0,1,0,0,10,1
3516,0.87,0.98,4,173.0,3.0,0,0,0,7,1
3517,0.53,0.98,2,163.0,3.0,0,0,0,7,1
3518,0.15,0.76,5,277.0,4.0,0,0,0,7,1
3519,0.64,0.86,5,274.0,2.0,1,0,0,1,1
3520,0.52,0.44,3,119.0,2.0,0,0,0,1,1
3521,0.79,0.67,4,267.0,3.0,0,0,0,1,1
3522,0.74,0.89,3,160.0,2.0,0,0,0,1,1
3523,0.81,0.84,4,198.0,2.0,0,0,0,1,1
3524,0.94,0.6,3,193.0,3.0,0,0,0,1,1
3525,0.67,0.84,6,250.0,2.0,0,0,0,1,1
3526,0.93,0.84,3,237.0,4.0,1,0,0,1,1
3527,0.52,0.96,4,170.0,2.0,0,0,0,1,1
3528,0.48,0.74,2,157.0,2.0,1,0,0,1,2
3529,0.57,0.92,6,267.0,4.0,0,0,0,1,2
3530,0.71,0.77,4,192.0,4.0,0,0,0,1,2
3531,0.9,0.74,4,218.0,2.0,1,0,0,1,2
3532,0.58,0.61,4,210.0,3.0,0,0,0,1,2
3533,0.66,0.48,4,229.0,4.0,0,0,0,1,2
3534,0.59,0.66,3,186.0,3.0,0,0,0,1,2
3535,0.96,0.5,3,234.0,2.0,1,0,0,1,2
3536,0.13,0.91,2,149.0,5.0,0,0,0,1,2
3537,0.93,0.92,3,205.0,3.0,0,0,0,1,2
3538,0.54,0.72,3,148.0,4.0,0,0,0,8,2
3539,0.54,0.77,5,270.0,3.0,0,0,0,8,2
3540,0.87,0.62,3,176.0,3.0,0,0,0,8,3
3541,0.79,0.91,3,226.0,2.0,0,0,0,9,1
3542,0.83,0.57,3,232.0,4.0,0,0,0,9,2
3543,0.73,0.6,3,137.0,3.0,0,0,0,9,2
3544,0.29,0.42,6,253.0,3.0,0,0,0,9,2
3545,0.8,0.7,6,231.0,4.0,0,0,0,2,2
3546,0.29,0.81,3,189.0,6.0,0,0,0,2,1
3547,0.43,0.85,6,168.0,2.0,0,0,0,2,1
3548,0.99,0.93,3,261.0,3.0,0,0,0,2,1
3549,0.86,0.51,4,152.0,3.0,0,0,0,2,1
3550,0.85,0.78,5,263.0,2.0,1,0,0,2,1
3551,0.66,0.68,3,258.0,3.0,0,0,0,2,1
3552,0.57,0.99,3,205.0,3.0,0,0,0,2,1
3553,0.31,0.64,6,183.0,2.0,1,0,0,2,1
3554,0.88,0.88,3,153.0,3.0,0,0,0,2,1
3555,0.72,0.72,5,194.0,4.0,0,0,0,2,1
3556,0.75,0.66,4,202.0,2.0,0,0,0,3,1
3557,0.82,0.71,4,164.0,4.0,0,0,0,3,1
3558,0.82,0.67,3,213.0,2.0,0,0,0,3,1
3559,0.15,0.52,4,265.0,6.0,0,0,0,3,1
3560,0.16,0.88,6,218.0,3.0,0,0,0,3,1
3561,0.95,0.4,5,286.0,4.0,0,0,0,3,1
3562,0.87,0.73,3,172.0,3.0,1,0,0,3,1
3563,0.85,0.89,4,251.0,2.0,0,0,0,3,1
3564,0.58,0.6,3,110.0,3.0,1,0,0,3,1
3565,0.63,0.86,3,269.0,4.0,0,0,0,3,1
3566,0.69,0.68,3,151.0,3.0,1,0,0,3,1
3567,0.53,0.85,5,161.0,2.0,0,0,0,2,2
3568,0.96,0.71,4,210.0,3.0,0,0,0,2,2
3569,0.73,0.83,2,167.0,3.0,0,0,0,2,2
3570,0.5,0.6,3,270.0,3.0,1,0,0,10,2
3571,0.81,0.83,3,133.0,3.0,1,0,0,4,2
3572,0.82,0.59,3,249.0,3.0,0,0,0,4,2
3573,0.76,0.72,4,266.0,3.0,0,0,0,4,2
3574,0.27,0.82,4,276.0,2.0,0,0,0,4,2
3575,0.64,0.38,6,215.0,3.0,0,0,0,4,2
3576,0.57,0.9,3,262.0,2.0,0,0,0,5,2
3577,0.49,0.84,5,193.0,3.0,0,0,0,5,2
3578,0.66,0.92,2,102.0,4.0,0,0,0,5,2
3579,0.71,0.36,4,278.0,4.0,1,0,0,5,3
3580,0.61,0.63,3,250.0,4.0,0,0,0,4,1
3581,0.52,0.89,5,193.0,4.0,0,0,0,6,2
3582,0.62,0.91,3,133.0,3.0,0,0,0,6,2
3583,0.98,0.65,4,216.0,4.0,0,0,0,6,2
3584,0.67,0.56,5,174.0,2.0,1,0,0,6,2
3585,0.85,0.62,2,280.0,4.0,0,0,0,6,1
3586,0.84,0.85,4,246.0,2.0,0,0,0,7,1
3587,1.0,0.53,3,142.0,3.0,0,0,0,1,1
3588,0.72,0.76,4,0.0,3.0,1,0,0,8,1
3589,0.66,0.75,6,100.0,4.0,1,0,0,3,1
3590,0.64,0.71,5,212.0,2.0,0,0,0,2,1
3591,1.0,0.76,5,201.0,3.0,0,0,0,10,1
3592,0.75,0.59,5,206.0,2.0,0,0,0,7,1
3593,0.81,0.77,4,197.0,3.0,0,0,0,7,1
3594,0.31,0.98,5,232.0,5.0,0,0,0,7,1
3595,0.32,0.97,6,272.0,2.0,0,0,0,1,1
3596,0.48,0.5,4,173.0,3.0,0,0,0,1,1
3597,0.62,0.42,2,124.0,2.0,0,0,0,1,1
3598,0.77,0.86,5,282.0,4.0,0,0,0,1,1
3599,0.76,0.8,2,219.0,4.0,1,0,0,1,1
3600,0.68,0.41,3,106.0,6.0,0,0,0,1,1
3601,0.72,0.79,4,192.0,4.0,0,0,0,1,1
3602,0.87,0.91,5,190.0,2.0,0,0,0,1,1
3603,0.59,0.57,2,156.0,2.0,0,0,0,1,1
3604,0.7,0.64,3,180.0,2.0,0,0,0,1,1
3605,0.73,0.81,4,245.0,2.0,0,0,0,1,1
3606,0.58,0.62,3,169.0,2.0,0,0,0,1,2
3607,0.64,0.66,3,188.0,4.0,0,0,0,1,2
3608,0.89,0.66,5,224.0,2.0,0,0,0,1,2
3609,0.95,0.71,3,263.0,2.0,1,0,0,1,2
3610,0.84,0.9,3,262.0,2.0,0,0,0,1,2
3611,0.6,0.99,4,225.0,3.0,0,0,0,1,2
3612,0.71,0.63,5,224.0,3.0,1,0,0,1,2
3613,0.6,0.95,3,266.0,3.0,0,0,0,1,2
3614,0.91,0.68,3,218.0,3.0,1,0,0,8,2
3615,0.75,1.0,3,102.0,3.0,0,0,0,8,2
3616,0.7,0.67,4,181.0,3.0,0,0,0,8,2
3617,0.23,0.64,5,150.0,5.0,0,0,0,9,2
3618,0.73,0.83,4,270.0,2.0,0,0,0,9,3
3619,0.99,0.49,4,270.0,2.0,0,0,0,9,1
3620,0.62,0.68,5,265.0,3.0,0,0,0,9,2
3621,0.98,0.89,4,169.0,3.0,0,0,0,2,2
3622,0.61,0.94,3,224.0,4.0,0,0,0,2,2
3623,0.52,0.92,3,150.0,2.0,1,0,0,2,2
3624,0.65,0.66,5,239.0,4.0,0,0,0,2,1
3625,0.59,0.9,3,245.0,3.0,1,0,0,2,1
3626,0.71,0.8,3,182.0,2.0,1,0,0,2,1
3627,0.18,0.7,5,182.0,4.0,0,0,0,2,1
3628,0.21,0.93,4,243.0,4.0,0,0,0,2,1
3629,0.15,0.67,6,209.0,5.0,0,0,0,2,1
3630,0.97,0.53,4,195.0,4.0,0,0,0,2,1
3631,0.39,0.48,3,190.0,2.0,0,0,0,2,1
3632,0.35,0.66,2,140.0,2.0,0,0,0,3,2
3633,0.88,0.58,4,147.0,4.0,0,0,0,3,2
3634,0.58,0.97,3,265.0,3.0,0,0,0,3,2
3635,0.61,0.78,3,238.0,2.0,0,0,0,3,2
3636,0.59,0.98,3,155.0,3.0,0,0,0,3,2
3637,0.55,0.41,4,132.0,5.0,1,0,0,3,2
3638,0.52,0.8,5,0.0,3.0,0,0,0,3,2
3639,0.71,0.77,2,255.0,3.0,0,0,0,3,2
3640,0.63,0.82,5,229.0,2.0,0,0,0,3,2
3641,0.17,0.84,5,216.0,4.0,0,0,0,3,2
3642,0.95,0.49,4,269.0,4.0,0,0,0,3,2
3643,1.0,0.73,3,205.0,2.0,0,0,0,2,2
3644,0.73,0.96,2,151.0,3.0,0,0,0,2,2
3645,0.8,0.64,4,246.0,3.0,1,0,0,2,2
3646,0.63,0.8,4,256.0,4.0,0,0,0,10,2
3647,0.95,0.59,4,235.0,3.0,0,0,0,4,2
3648,0.75,0.83,4,229.0,2.0,0,0,0,4,2
3649,0.64,0.72,5,158.0,3.0,0,0,0,4,2
3650,0.72,1.0,3,197.0,3.0,0,0,0,4,2
3651,0.72,0.53,3,151.0,4.0,0,0,0,4,2
3652,0.85,0.63,3,167.0,3.0,0,0,0,5,2
3653,0.24,0.94,4,146.0,4.0,0,0,0,5,2
3654,0.69,0.53,4,281.0,4.0,0,0,0,5,2
3655,0.69,0.7,3,212.0,2.0,0,0,0,5,2
3656,0.87,0.59,5,261.0,3.0,0,0,0,4,2
3657,0.78,0.91,3,238.0,2.0,0,0,0,6,3
3658,0.76,0.74,4,235.0,3.0,0,0,0,6,3
3659,0.35,0.7,3,107.0,3.0,0,0,0,6,3
3660,0.88,0.59,6,243.0,4.0,0,0,0,6,3
3661,0.78,0.79,5,233.0,3.0,1,0,0,6,3
3662,0.36,0.42,3,206.0,5.0,0,0,0,7,3
3663,0.24,0.7,5,172.0,4.0,0,0,0,1,3
3664,0.55,0.82,3,248.0,2.0,0,0,0,8,3
3665,0.91,0.53,3,147.0,4.0,1,0,0,3,3
3666,0.66,0.61,5,259.0,3.0,0,0,0,2,3
3667,0.57,0.82,3,267.0,3.0,0,0,0,10,3
3668,0.64,0.64,3,263.0,3.0,0,0,0,7,3
3669,0.63,0.98,3,160.0,4.0,1,0,0,7,1
3670,0.49,0.92,5,176.0,3.0,0,0,0,7,1
3671,0.7,0.7,3,224.0,3.0,0,0,0,1,1
3672,0.3,0.71,3,155.0,2.0,0,0,0,1,1
3673,0.51,0.52,3,132.0,3.0,0,0,0,1,1
3674,0.71,0.87,5,173.0,3.0,0,0,0,1,1
3675,0.64,0.67,3,165.0,3.0,0,0,0,1,1
3676,0.67,0.66,6,272.0,3.0,0,0,0,1,1
3677,0.83,0.94,5,156.0,3.0,1,0,0,1,1
3678,0.92,0.96,3,154.0,2.0,1,0,0,1,1
3679,0.84,0.53,3,237.0,3.0,1,0,0,1,1
3680,0.97,0.75,2,271.0,6.0,0,0,0,1,1
3681,0.19,0.91,6,152.0,3.0,0,0,0,1,1
3682,0.86,0.51,4,152.0,3.0,1,0,0,1,1
3683,0.71,0.69,3,172.0,3.0,0,0,0,1,1
3684,0.76,0.56,4,214.0,2.0,1,0,0,1,2
3685,0.68,0.88,5,201.0,3.0,0,0,0,1,2
3686,0.61,0.99,2,275.0,3.0,1,0,0,1,2
3687,0.85,0.79,3,156.0,3.0,0,0,0,1,2
3688,0.84,0.89,3,234.0,2.0,0,0,0,1,2
3689,0.62,0.63,2,123.0,2.0,0,0,0,1,2
3690,0.77,0.76,3,201.0,4.0,0,0,0,8,2
3691,0.79,0.93,5,160.0,4.0,1,0,0,8,2
3692,0.97,0.5,3,173.0,2.0,0,0,0,8,2
3693,0.59,0.61,4,141.0,2.0,1,0,0,9,2
3694,0.93,0.62,3,231.0,6.0,0,0,0,9,2
3695,0.85,0.54,4,174.0,2.0,0,0,0,9,2
3696,0.7,0.57,4,211.0,3.0,0,0,0,9,3
3697,0.54,0.91,3,249.0,3.0,0,0,0,2,3
3698,0.42,0.86,2,108.0,5.0,0,0,0,2,3
